"","scaffold","ref_start","ref_end","LG","LG_position_start","LG_position_end","locus","samp_sizetot","SynSitestot","Dxy_Ks_NMX","scaffold.1","scaffold_num","pct_identical","length","n_mismatch","n_gaps","q_start","q_end","ref_start.1","ref_end.1","evalue","bitscore"
"1806",16245,114995,115036,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,100,42,0,0,1,42,114995,115036,0.0000000000104,78.7
"1808",16245,115270,115210,NA,118092046,118090474,10051,24,405.3133333,0.009943916,"ScnbKXS_16245;HRSCAF=19490",16245,100,61,0,0,37,97,115270,115210,0.000000000000000000000285,113
"1809",1750,87453,87413,NA,107576203,107576151,7177,24,102.1,0.009831601,"ScnbKXS_1750;HRSCAF=2070",1750,100,41,0,0,1237,1277,87453,87413,0.0000000000153,76.8
"1810",1750,88017,87883,NA,107576203,107576151,7177,24,102.1,0.009831601,"ScnbKXS_1750;HRSCAF=2070",1750,100,135,0,0,1103,1237,88017,87883,0.00000000000000000000000000000000000000000000000000000000000000085,250
"1811",1750,88464,88245,NA,107576203,107576151,7177,24,102.1,0.009831601,"ScnbKXS_1750;HRSCAF=2070",1750,99.545,220,1,0,887,1106,88464,88245,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000222,401
"1812",1750,88993,88949,NA,107576203,107576151,7177,24,102.1,0.009831601,"ScnbKXS_1750;HRSCAF=2070",1750,100,45,0,0,846,890,88993,88949,0.0000000000000912,84.2
"1813",1750,89196,89099,NA,107576203,107576151,7177,24,102.1,0.009831601,"ScnbKXS_1750;HRSCAF=2070",1750,100,98,0,0,750,847,89196,89099,0.000000000000000000000000000000000000000000315,182
"1814",1750,89339,89287,NA,107576203,107576151,7177,24,102.1,0.009831601,"ScnbKXS_1750;HRSCAF=2070",1750,100,53,0,0,701,753,89339,89287,0.00000000000000000326,99
"1815",1750,89622,89551,NA,107576203,107576151,7177,24,102.1,0.009831601,"ScnbKXS_1750;HRSCAF=2070",1750,100,72,0,0,632,703,89622,89551,0.0000000000000000000000000000893,134
"1816",1750,90727,90680,NA,107576203,107576151,7177,24,102.1,0.009831601,"ScnbKXS_1750;HRSCAF=2070",1750,100,48,0,0,590,637,90727,90680,0.00000000000000196,89.8
"1817",1750,91521,91455,NA,107576203,107576151,7177,24,102.1,0.009831601,"ScnbKXS_1750;HRSCAF=2070",1750,100,67,0,0,526,592,91521,91455,0.0000000000000000000000000538,124
"1819",1750,94626,94524,NA,107576203,107576151,7177,24,102.1,0.009831601,"ScnbKXS_1750;HRSCAF=2070",1750,100,103,0,0,357,459,94626,94524,0.000000000000000000000000000000000000000000000523,191
"1820",17192,15036,15264,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,99.13,230,1,1,1196,1425,15036,15264,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000237,412
"1822",17192,15881,16031,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,100,151,0,0,1488,1638,15881,16031,0.00000000000000000000000000000000000000000000000000000000000000000000000251,279
"1823",17192,16031,15938,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,100,94,0,0,1068,1161,16031,15938,0.000000000000000000000000000000000000000122,174
"1824",17192,16116,16278,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,99.387,163,1,0,1637,1799,16116,16278,0.0000000000000000000000000000000000000000000000000000000000000000000000000000249,296
"1825",17192,16278,16116,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,99.387,163,1,0,907,1069,16278,16116,0.0000000000000000000000000000000000000000000000000000000000000000000000000000249,296
"1826",17192,17029,17297,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,99.628,269,1,0,1794,2062,17029,17297,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000296,492
"1827",17192,17297,17029,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,99.628,269,1,0,644,912,17297,17029,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000296,492
"1828",17192,17375,17599,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,99.115,226,1,1,2060,2285,17375,17599,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000396,405
"1829",17192,17599,17375,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,99.115,226,1,1,421,646,17599,17375,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000396,405
"1830",17192,17719,17829,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,99.099,111,1,0,2279,2389,17719,17829,0.00000000000000000000000000000000000000000000000201,200
"1831",17192,17829,17719,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,99.099,111,1,0,317,427,17829,17719,0.00000000000000000000000000000000000000000000000201,200
"1832",17192,17897,18014,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,100,118,0,0,2389,2506,17897,18014,0.00000000000000000000000000000000000000000000000000000554,219
"1833",17192,18014,17897,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,100,118,0,0,200,317,18014,17897,0.00000000000000000000000000000000000000000000000000000554,219
"1834",17192,18187,18288,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,100,102,0,0,2503,2604,18187,18288,0.00000000000000000000000000000000000000000000435,189
"1835",17192,18288,18187,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,100,102,0,0,102,203,18288,18187,0.00000000000000000000000000000000000000000000435,189
"1836",17192,18618,18729,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,100,112,0,0,2603,2714,18618,18729,0.000000000000000000000000000000000000000000000000012,207
"1837",17192,18720,18618,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,100,103,0,0,1,103,18720,18618,0.00000000000000000000000000000000000000000000121,191
"1838",17192,19199,19279,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,100,81,0,0,2712,2792,19199,19279,0.00000000000000000000000000000000205,150
"1839",17192,19814,19893,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,100,80,0,0,2789,2868,19814,19893,0.00000000000000000000000000000000738,148
"1840",17192,19961,20011,NA,102469042,102469007,568,24,107.0133333,0.0093835,"ScnbKXS_17192;HRSCAF=21455",17192,100,51,0,0,2867,2917,19961,20011,0.0000000000000000975,95.3
"1842",9167,39152,40536,NA,296981257,296981370,2290,24,324.0066667,0.009314135,"ScnbKXS_9167;HRSCAF=10700",9167,99.711,1385,4,0,447,1831,39152,40536,0,2536
"1843",9167,39193,39133,NA,296981257,296981370,2290,24,324.0066667,0.009314135,"ScnbKXS_9167;HRSCAF=10700",9167,100,61,0,0,1,61,39193,39133,0.000000000000000000000236,113
"1844",9167,40616,40737,NA,296981257,296981370,2290,24,324.0066667,0.009314135,"ScnbKXS_9167;HRSCAF=10700",9167,99.18,122,0,1,1831,1951,40616,40737,0.00000000000000000000000000000000000000000000000000000487,219
"1845",9167,41231,41283,NA,296981257,296981370,2290,24,324.0066667,0.009314135,"ScnbKXS_9167;HRSCAF=10700",9167,100,53,0,0,1947,1999,41231,41283,0.00000000000000000662,99
"1846",9167,41380,41595,NA,296981257,296981370,2290,24,324.0066667,0.009314135,"ScnbKXS_9167;HRSCAF=10700",9167,100,216,0,0,1999,2214,41380,41595,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000162,399
"1848",9167,42106,42209,NA,296981257,296981370,2290,24,324.0066667,0.009314135,"ScnbKXS_9167;HRSCAF=10700",9167,100,104,0,0,2280,2383,42106,42209,0.000000000000000000000000000000000000000000000295,193
"1850",9167,42665,42737,NA,296981257,296981370,2290,24,324.0066667,0.009314135,"ScnbKXS_9167;HRSCAF=10700",9167,100,73,0,0,2473,2545,42665,42737,0.0000000000000000000000000000505,135
"1852",6684,40155,39571,NA,144687418,144686979,3927,24,552.32,0.008796103,"ScnbKXS_6684;HRSCAF=7833",6684,99.487,585,2,1,2785,3368,40155,39571,0,1062
"1853",6684,41739,41456,NA,144687418,144686979,3927,24,552.32,0.008796103,"ScnbKXS_6684;HRSCAF=7833",6684,99.296,284,2,0,2504,2787,41739,41456,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000074,514
"1854",6684,43892,41812,NA,144687418,144686979,3927,24,552.32,0.008796103,"ScnbKXS_6684;HRSCAF=7833",6684,99.712,2082,4,2,434,2514,43892,41812,0,3810
"1856",14353,1848,1933,NA,4144293,4144214,6906,24,114.86,0.008751923,"ScnbKXS_14353;HRSCAF=16740",14353,100,86,0,0,718,803,1848,1933,0.00000000000000000000000000000000000103,159
"1857",14353,2020,2077,NA,4144293,4144214,6906,24,114.86,0.008751923,"ScnbKXS_14353;HRSCAF=16740",14353,100,58,0,0,803,860,2020,2077,0.00000000000000000000378,108
"1858",14353,2488,2529,NA,4144293,4144214,6906,24,114.86,0.008751923,"ScnbKXS_14353;HRSCAF=16740",14353,100,42,0,0,860,901,2488,2529,0.00000000000297,78.7
"1859",3346,39656,39719,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,64,0,0,2200,2263,39656,39719,0.00000000000000000000000448,119
"1861",3346,40048,40002,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,47,0,0,1932,1978,40048,40002,0.0000000000000126,87.9
"1863",3346,40415,40320,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,96,0,0,1771,1866,40415,40320,0.00000000000000000000000000000000000000000728,178
"1864",3346,40696,40546,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,151,0,0,1624,1774,40696,40546,0.00000000000000000000000000000000000000000000000000000000000000000000000194,279
"1865",3346,40905,40784,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,122,0,0,1503,1624,40905,40784,0.0000000000000000000000000000000000000000000000000000000256,226
"1866",3346,41291,41241,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,51,0,0,1454,1504,41291,41241,0.0000000000000000754,95.3
"1867",3346,41668,41578,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,91,0,0,1365,1455,41668,41578,0.00000000000000000000000000000000000000438,169
"1868",3346,41891,41791,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,99.01,101,1,0,1270,1370,41891,41791,0.000000000000000000000000000000000000000000563,182
"1869",3346,42017,42195,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,179,0,0,1,179,42017,42195,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000528,331
"1870",3346,42017,42058,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,42,0,0,180,221,42017,42058,0.0000000000076,78.7
"1872",3346,42196,42257,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,62,0,0,221,282,42196,42257,0.0000000000000000000000579,115
"1873",3346,42257,42196,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,62,0,0,1163,1224,42257,42196,0.0000000000000000000000579,115
"1874",3346,42357,42437,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,81,0,0,282,362,42357,42437,0.00000000000000000000000000000000159,150
"1875",3346,42437,42357,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,81,0,0,1083,1163,42437,42357,0.00000000000000000000000000000000159,150
"1876",3346,42538,42638,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,101,0,0,361,461,42538,42638,0.0000000000000000000000000000000000000000000121,187
"1877",3346,42638,42538,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,101,0,0,984,1084,42638,42538,0.0000000000000000000000000000000000000000000121,187
"1878",3346,42738,42837,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,100,0,0,462,561,42738,42837,0.0000000000000000000000000000000000000000000435,185
"1879",3346,42837,42738,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,100,100,0,0,884,983,42837,42738,0.0000000000000000000000000000000000000000000435,185
"1881",3346,43290,43018,NA,142526366,142526407,178,24,230.6666667,0.008721028,"ScnbKXS_3346;HRSCAF=3946",3346,99.27,274,1,1,615,888,43290,43018,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000636,494
"1886",16117,114526,114371,NA,136886876,136886839,14291,20,116.2222222,0.008581329,"ScnbKXS_16117;HRSCAF=19235",16117,99.359,156,1,0,161,316,114526,114371,0.000000000000000000000000000000000000000000000000000000000000000000000000103,283
"1888",16117,115102,114940,NA,136886876,136886839,14291,20,116.2222222,0.008581329,"ScnbKXS_16117;HRSCAF=19235",16117,99.387,163,0,1,1,162,115102,114940,0.0000000000000000000000000000000000000000000000000000000000000000000000000000477,294
"1889",16117,129888,130002,NA,136886876,136886839,14291,20,116.2222222,0.008581329,"ScnbKXS_16117;HRSCAF=19235",16117,99.13,115,1,0,48,162,129888,130002,0.00000000000000000000000000000000000000000000000000639,207
"1891",16117,130414,130569,NA,136886876,136886839,14291,20,116.2222222,0.008581329,"ScnbKXS_16117;HRSCAF=19235",16117,100,156,0,0,161,316,130414,130569,0.00000000000000000000000000000000000000000000000000000000000000000000000000222,289
"1896",15963,10693,11565,NA,102119292,102119326,2014,20,118.5714286,0.008474666,"ScnbKXS_15963;HRSCAF=18901",15963,99.085,874,6,2,13,885,10693,11565,0,1568
"1904",15963,56580,56221,NA,102119292,102119326,2014,20,118.5714286,0.008474666,"ScnbKXS_15963;HRSCAF=18901",15963,99.446,361,1,1,3407,3767,56580,56221,0,654
"1905",15963,56788,56662,NA,102119292,102119326,2014,20,118.5714286,0.008474666,"ScnbKXS_15963;HRSCAF=18901",15963,99.219,128,0,1,3285,3412,56788,56662,0.00000000000000000000000000000000000000000000000000000000335,230
"1906",15963,57555,57314,NA,102119292,102119326,2014,20,118.5714286,0.008474666,"ScnbKXS_15963;HRSCAF=18901",15963,100,242,0,0,3047,3288,57555,57314,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000849,448
"1908",15963,61048,60167,NA,102119292,102119326,2014,20,118.5714286,0.008474666,"ScnbKXS_15963;HRSCAF=18901",15963,99.094,883,7,1,13,895,61048,60167,0,1585
"1912",6684,19460,19403,NA,144687418,144686979,8178,18,119.6052632,0.008434163,"ScnbKXS_6684;HRSCAF=7833",6684,100,58,0,0,125,182,19460,19403,0.00000000000000000000475,108
"1913",6684,19639,19574,NA,144687418,144686979,8178,18,119.6052632,0.008434163,"ScnbKXS_6684;HRSCAF=7833",6684,100,66,0,0,62,127,19639,19574,0.00000000000000000000000017,122
"1915",6684,20252,20139,NA,144687418,144686979,8178,18,119.6052632,0.008434163,"ScnbKXS_6684;HRSCAF=7833",6684,99.123,114,1,0,644,757,20252,20139,0.0000000000000000000000000000000000000000000000000164,206
"1916",6684,20417,20344,NA,144687418,144686979,8178,18,119.6052632,0.008434163,"ScnbKXS_6684;HRSCAF=7833",6684,100,74,0,0,570,643,20417,20344,0.00000000000000000000000000000606,137
"1918",6684,20797,20673,NA,144687418,144686979,8178,18,119.6052632,0.008434163,"ScnbKXS_6684;HRSCAF=7833",6684,99.2,125,1,0,396,520,20797,20673,0.0000000000000000000000000000000000000000000000000000000126,226
"1920",6684,35613,35489,NA,144687418,144686979,8178,18,119.6052632,0.008434163,"ScnbKXS_6684;HRSCAF=7833",6684,100,125,0,0,396,520,35613,35489,0.00000000000000000000000000000000000000000000000000000000027,231
"1921",6684,36201,36081,NA,144687418,144686979,8178,18,119.6052632,0.008434163,"ScnbKXS_6684;HRSCAF=7833",6684,99.174,121,0,1,278,397,36201,36081,0.00000000000000000000000000000000000000000000000000000756,217
"1922",16884,201998,202082,NA,102469042,102469007,631,22,97.3115942,0.008259806,"ScnbKXS_16884;HRSCAF=20830",16884,100,85,0,0,511,595,201998,202082,0.00000000000000000000000000000000000353,158
"1923",16884,202527,202664,NA,102469042,102469007,631,22,97.3115942,0.008259806,"ScnbKXS_16884;HRSCAF=20830",16884,100,138,0,0,1,138,202527,202664,0.0000000000000000000000000000000000000000000000000000000000000000122,255
"1924",16884,202745,203117,NA,102469042,102469007,631,22,97.3115942,0.008259806,"ScnbKXS_16884;HRSCAF=20830",16884,99.733,374,0,1,137,510,202745,203117,0,684
"1927",16914,103494,103439,NA,102469042,102469007,4102,16,126.4215686,0.007947094,"ScnbKXS_16914;HRSCAF=20888",16914,100,56,0,0,568,623,103494,103439,0.000000000000000000145,104
"1928",16914,103644,103582,NA,102469042,102469007,4102,16,126.4215686,0.007947094,"ScnbKXS_16914;HRSCAF=20888",16914,100,63,0,0,507,569,103644,103582,0.0000000000000000000000186,117
"1929",16914,103798,103730,NA,102469042,102469007,4102,16,126.4215686,0.007947094,"ScnbKXS_16914;HRSCAF=20888",16914,100,69,0,0,442,510,103798,103730,0.00000000000000000000000000859,128
"1930",16914,104570,104517,NA,102469042,102469007,4102,16,126.4215686,0.007947094,"ScnbKXS_16914;HRSCAF=20888",16914,100,54,0,0,392,445,104570,104517,0.00000000000000000187,100
"1931",16914,104799,104651,NA,102469042,102469007,4102,16,126.4215686,0.007947094,"ScnbKXS_16914;HRSCAF=20888",16914,100,149,0,0,243,391,104799,104651,0.000000000000000000000000000000000000000000000000000000000000000000000029,276
"1932",16914,105273,105169,NA,102469042,102469007,4102,16,126.4215686,0.007947094,"ScnbKXS_16914;HRSCAF=20888",16914,99.048,105,1,0,1866,1970,105273,105169,0.00000000000000000000000000000000000000000000389,189
"1934",16914,106876,106768,NA,102469042,102469007,4102,16,126.4215686,0.007947094,"ScnbKXS_16914;HRSCAF=20888",16914,100,109,0,0,1593,1701,106876,106768,0.000000000000000000000000000000000000000000000000499,202
"1935",16914,107851,107749,NA,102469042,102469007,4102,16,126.4215686,0.007947094,"ScnbKXS_16914;HRSCAF=20888",16914,100,103,0,0,1492,1594,107851,107749,0.00000000000000000000000000000000000000000000108,191
"1937",16914,109550,109430,NA,102469042,102469007,4102,16,126.4215686,0.007947094,"ScnbKXS_16914;HRSCAF=20888",16914,100,121,0,0,1345,1465,109550,109430,0.000000000000000000000000000000000000000000000000000000107,224
"1938",16914,109831,109706,NA,102469042,102469007,4102,16,126.4215686,0.007947094,"ScnbKXS_16914;HRSCAF=20888",16914,99.206,126,1,0,1221,1346,109831,109706,0.00000000000000000000000000000000000000000000000000000000824,228
"1939",16914,110002,109953,NA,102469042,102469007,4102,16,126.4215686,0.007947094,"ScnbKXS_16914;HRSCAF=20888",16914,100,50,0,0,1173,1222,110002,109953,0.000000000000000314,93.5
"1941",16914,111466,111389,NA,102469042,102469007,4102,16,126.4215686,0.007947094,"ScnbKXS_16914;HRSCAF=20888",16914,100,78,0,0,969,1046,111466,111389,0.0000000000000000000000000000000853,145
